No.,Time,Source,Destination,Protocol,Length,Info,Type,Type of attack
93,1741475174.055956,192.168.88.9,192.168.88.255,ICMP,60,Ether / IP / ICMP 192.168.88.9 > 192.168.88.255 echo-request 0 / Padding,Normal,No Attack
94,1741475174.056836,192.168.88.9,192.168.88.255,ICMP,60,Ether / IP / ICMP 192.168.88.9 > 192.168.88.255 echo-request 0 / Padding,Normal,No Attack
95,1741475174.057534,192.168.88.9,192.168.88.255,ICMP,60,Ether / IP / ICMP 192.168.88.9 > 192.168.88.255 echo-request 0 / Padding,Normal,No Attack
96,1741475174.0580611,192.168.88.9,192.168.88.255,ICMP,60,Ether / IP / ICMP 192.168.88.9 > 192.168.88.255 echo-request 0 / Padding,Normal,No Attack
97,1741475174.0586188,192.168.88.9,192.168.88.255,ICMP,60,Ether / IP / ICMP 192.168.88.9 > 192.168.88.255 echo-request 0 / Padding,Normal,No Attack
98,1741475174.0591564,192.168.88.9,192.168.88.255,ICMP,60,Ether / IP / ICMP 192.168.88.9 > 192.168.88.255 echo-request 0 / Padding,Normal,No Attack
99,1741475174.0597517,192.168.88.9,192.168.88.255,ICMP,60,Ether / IP / ICMP 192.168.88.9 > 192.168.88.255 echo-request 0 / Padding,Normal,No Attack
100,1741475174.06027,192.168.88.9,192.168.88.255,ICMP,60,Ether / IP / ICMP 192.168.88.9 > 192.168.88.255 echo-request 0 / Padding,Normal,No Attack
101,1741475174.0608964,192.168.88.9,192.168.88.255,ICMP,60,Ether / IP / ICMP 192.168.88.9 > 192.168.88.255 echo-request 0 / Padding,Normal,No Attack
102,1741475174.0618625,192.168.88.9,192.168.88.255,ICMP,60,Ether / IP / ICMP 192.168.88.9 > 192.168.88.255 echo-request 0 / Padding,Normal,No Attack
103,1741475174.0629272,192.168.88.9,192.168.88.255,ICMP,60,Ether / IP / ICMP 192.168.88.9 > 192.168.88.255 echo-request 0 / Padding,Normal,No Attack
104,1741475174.0638287,192.168.88.9,192.168.88.255,ICMP,60,Ether / IP / ICMP 192.168.88.9 > 192.168.88.255 echo-request 0 / Padding,Normal,No Attack
105,1741475174.06483,192.168.88.9,192.168.88.255,ICMP,60,Ether / IP / ICMP 192.168.88.9 > 192.168.88.255 echo-request 0 / Padding,Normal,No Attack
106,1741475174.0657866,192.168.88.9,192.168.88.255,ICMP,60,Ether / IP / ICMP 192.168.88.9 > 192.168.88.255 echo-request 0 / Padding,Normal,No Attack
107,1741475174.06794,192.168.88.9,192.168.88.255,ICMP,60,Ether / IP / ICMP 192.168.88.9 > 192.168.88.255 echo-request 0 / Padding,Normal,No Attack
108,1741475174.0685477,192.168.88.9,192.168.88.255,ICMP,60,Ether / IP / ICMP 192.168.88.9 > 192.168.88.255 echo-request 0 / Padding,Normal,No Attack
109,1741475174.0691283,192.168.88.9,192.168.88.255,ICMP,60,Ether / IP / ICMP 192.168.88.9 > 192.168.88.255 echo-request 0 / Padding,Normal,No Attack
110,1741475174.0696921,192.168.88.9,192.168.88.255,ICMP,60,Ether / IP / ICMP 192.168.88.9 > 192.168.88.255 echo-request 0 / Padding,Normal,No Attack
111,1741475174.070325,192.168.88.9,192.168.88.255,ICMP,60,Ether / IP / ICMP 192.168.88.9 > 192.168.88.255 echo-request 0 / Padding,Normal,No Attack
112,1741475174.0730202,192.168.88.9,192.168.88.255,ICMP,60,Ether / IP / ICMP 192.168.88.9 > 192.168.88.255 echo-request 0 / Padding,Normal,No Attack
113,1741475174.0737598,192.168.88.9,192.168.88.255,ICMP,60,Ether / IP / ICMP 192.168.88.9 > 192.168.88.255 echo-request 0 / Padding,Normal,No Attack
114,1741475174.0743654,192.168.88.9,192.168.88.255,ICMP,60,Ether / IP / ICMP 192.168.88.9 > 192.168.88.255 echo-request 0 / Padding,Normal,No Attack
115,1741475174.0749443,192.168.88.9,192.168.88.255,ICMP,60,Ether / IP / ICMP 192.168.88.9 > 192.168.88.255 echo-request 0 / Padding,Normal,No Attack
116,1741475174.0755405,192.168.88.9,192.168.88.255,ICMP,60,Ether / IP / ICMP 192.168.88.9 > 192.168.88.255 echo-request 0 / Padding,Normal,No Attack
117,1741475174.076034,192.168.88.9,192.168.88.255,ICMP,60,Ether / IP / ICMP 192.168.88.9 > 192.168.88.255 echo-request 0 / Padding,Normal,No Attack
118,1741475174.0788338,192.168.88.9,192.168.88.255,ICMP,60,Ether / IP / ICMP 192.168.88.9 > 192.168.88.255 echo-request 0 / Padding,Normal,No Attack
119,1741475174.0795398,192.168.88.9,192.168.88.255,ICMP,60,Ether / IP / ICMP 192.168.88.9 > 192.168.88.255 echo-request 0 / Padding,Normal,No Attack
120,1741475174.08031,192.168.88.9,192.168.88.255,ICMP,60,Ether / IP / ICMP 192.168.88.9 > 192.168.88.255 echo-request 0 / Padding,Normal,No Attack
121,1741475174.0809546,192.168.88.9,192.168.88.255,ICMP,60,Ether / IP / ICMP 192.168.88.9 > 192.168.88.255 echo-request 0 / Padding,Normal,No Attack
122,1741475174.0815144,192.168.88.9,192.168.88.255,ICMP,60,Ether / IP / ICMP 192.168.88.9 > 192.168.88.255 echo-request 0 / Padding,Normal,No Attack
123,1741475174.082138,9e:53:22:02:d5:32,ff:ff:ff:ff:ff:ff,ARP,60,Ether / ARP who has 192.168.88.9 says 192.168.88.8 / Padding,Normal,No Attack
124,1741475174.0836506,08:00:27:ad:93:55,9e:53:22:02:d5:32,ARP,42,Ether / ARP is at 08:00:27:ad:93:55 says 192.168.88.9,Normal,No Attack
125,1741475174.084175,192.168.88.9,192.168.88.255,ICMP,60,Ether / IP / ICMP 192.168.88.9 > 192.168.88.255 echo-request 0 / Padding,Normal,No Attack
126,1741475174.0847042,192.168.88.9,192.168.88.255,ICMP,60,Ether / IP / ICMP 192.168.88.9 > 192.168.88.255 echo-request 0 / Padding,Normal,No Attack
127,1741475174.0851858,192.168.88.9,192.168.88.255,ICMP,60,Ether / IP / ICMP 192.168.88.9 > 192.168.88.255 echo-request 0 / Padding,Normal,No Attack
128,1741475174.0867767,192.168.88.9,192.168.88.255,ICMP,60,Ether / IP / ICMP 192.168.88.9 > 192.168.88.255 echo-request 0 / Padding,Normal,No Attack
129,1741475174.0872614,192.168.88.9,192.168.88.255,ICMP,60,Ether / IP / ICMP 192.168.88.9 > 192.168.88.255 echo-request 0 / Padding,Normal,No Attack
130,1741475174.0878465,192.168.88.9,192.168.88.255,ICMP,60,Ether / IP / ICMP 192.168.88.9 > 192.168.88.255 echo-request 0 / Padding,Normal,No Attack
131,1741475174.088339,192.168.88.9,192.168.88.255,ICMP,60,Ether / IP / ICMP 192.168.88.9 > 192.168.88.255 echo-request 0 / Padding,Normal,No Attack
132,1741475174.0911336,192.168.88.9,192.168.88.255,ICMP,60,Ether / IP / ICMP 192.168.88.9 > 192.168.88.255 echo-request 0 / Padding,Normal,No Attack
133,1741475174.091705,192.168.88.9,192.168.88.255,ICMP,60,Ether / IP / ICMP 192.168.88.9 > 192.168.88.255 echo-request 0 / Padding,Normal,No Attack
134,1741475174.0921905,192.168.88.9,192.168.88.255,ICMP,60,Ether / IP / ICMP 192.168.88.9 > 192.168.88.255 echo-request 0 / Padding,Normal,No Attack
135,1741475174.093777,192.168.88.9,192.168.88.255,ICMP,60,Ether / IP / ICMP 192.168.88.9 > 192.168.88.255 echo-request 0 / Padding,Normal,No Attack
136,1741475174.0942595,192.168.88.9,192.168.88.255,ICMP,60,Ether / IP / ICMP 192.168.88.9 > 192.168.88.255 echo-request 0 / Padding,Normal,No Attack
137,1741475174.0947468,192.168.88.9,192.168.88.255,ICMP,60,Ether / IP / ICMP 192.168.88.9 > 192.168.88.255 echo-request 0 / Padding,Normal,No Attack
138,1741475174.0952172,192.168.88.9,192.168.88.255,ICMP,60,Ether / IP / ICMP 192.168.88.9 > 192.168.88.255 echo-request 0 / Padding,Normal,No Attack
139,1741475174.0976934,192.168.88.9,192.168.88.255,ICMP,60,Ether / IP / ICMP 192.168.88.9 > 192.168.88.255 echo-request 0 / Padding,Normal,No Attack
140,1741475174.0981977,192.168.88.9,192.168.88.255,ICMP,60,Ether / IP / ICMP 192.168.88.9 > 192.168.88.255 echo-request 0 / Padding,Normal,No Attack
141,1741475174.0987282,192.168.88.9,192.168.88.255,ICMP,60,Ether / IP / ICMP 192.168.88.9 > 192.168.88.255 echo-request 0 / Padding,Normal,No Attack
142,1741475174.0991943,192.168.88.9,192.168.88.255,ICMP,60,Ether / IP / ICMP 192.168.88.9 > 192.168.88.255 echo-request 0 / Padding,Normal,No Attack
143,1741475174.1019022,9e:53:22:02:d5:32,ff:ff:ff:ff:ff:ff,ARP,60,Ether / ARP who has 192.168.88.9 says 192.168.88.4 / Padding,Normal,No Attack
144,1741475174.1022658,08:00:27:ad:93:55,9e:53:22:02:d5:32,ARP,42,Ether / ARP is at 08:00:27:ad:93:55 says 192.168.88.9,Normal,No Attack
145,1741475174.1026566,9e:53:22:02:d5:32,ff:ff:ff:ff:ff:ff,ARP,60,Ether / ARP who has 192.168.88.9 says 192.168.88.4 / Padding,Normal,No Attack
146,1741475174.1029778,08:00:27:ad:93:55,9e:53:22:02:d5:32,ARP,42,Ether / ARP is at 08:00:27:ad:93:55 says 192.168.88.9,Normal,No Attack
147,1741475174.105507,192.168.88.9,192.168.88.255,ICMP,60,Ether / IP / ICMP 192.168.88.9 > 192.168.88.255 echo-request 0 / Padding,Normal,No Attack
148,1741475174.1061373,192.168.88.9,192.168.88.255,ICMP,60,Ether / IP / ICMP 192.168.88.9 > 192.168.88.255 echo-request 0 / Padding,Normal,No Attack
149,1741475174.1066256,192.168.88.4,192.168.88.9,ICMP,60,Ether / IP / ICMP 192.168.88.4 > 192.168.88.9 echo-reply 0 / Padding,Normal,No Attack
150,1741475174.1070771,192.168.88.4,192.168.88.9,ICMP,60,Ether / IP / ICMP 192.168.88.4 > 192.168.88.9 echo-reply 0 / Padding,Normal,No Attack
151,1741475174.1076212,192.168.88.8,192.168.88.9,ICMP,60,Ether / IP / ICMP 192.168.88.8 > 192.168.88.9 echo-reply 0 / Padding,Normal,No Attack
152,1741475174.1080537,08:00:27:92:4e:6f,ff:ff:ff:ff:ff:ff,ARP,60,Ether / ARP who has 192.168.88.4 says 192.168.88.11 / Padding,Normal,No Attack
153,1741475174.1085885,192.168.88.9,192.168.88.255,ICMP,60,Ether / IP / ICMP 192.168.88.9 > 192.168.88.255 echo-request 0 / Padding,Normal,No Attack
154,1741475174.1090562,192.168.88.9,192.168.88.255,ICMP,60,Ether / IP / ICMP 192.168.88.9 > 192.168.88.255 echo-request 0 / Padding,Normal,No Attack
