No.,Time,Source,Destination,Protocol,Length,Info,Type,Type of attack
14812,1742894939,192.168.201.10,192.168.201.44,ICMP,60,Ether / IP / ICMP 192.168.201.10 > 192.168.201.44 echo-reply 0 / Padding,Non-Attack,No Attack
14813,1742894939,192.168.201.10,192.168.201.44,ICMP,60,Ether / IP / ICMP 192.168.201.10 > 192.168.201.44 echo-reply 0 / Padding,Non-Attack,No Attack
14814,1742894939,192.168.201.10,192.168.201.44,ICMP,60,Ether / IP / ICMP 192.168.201.10 > 192.168.201.44 echo-reply 0 / Padding,Non-Attack,No Attack
14815,1742894939,192.168.201.10,192.168.201.44,ICMP,60,Ether / IP / ICMP 192.168.201.10 > 192.168.201.44 echo-reply 0 / Padding,Non-Attack,No Attack
14816,1742894939,192.168.201.10,192.168.201.44,ICMP,60,Ether / IP / ICMP 192.168.201.10 > 192.168.201.44 echo-reply 0 / Padding,Non-Attack,No Attack
14817,1742894939,192.168.201.10,192.168.201.44,ICMP,60,Ether / IP / ICMP 192.168.201.10 > 192.168.201.44 echo-reply 0 / Padding,Non-Attack,No Attack
14818,1742894939,192.168.201.10,192.168.201.44,ICMP,60,Ether / IP / ICMP 192.168.201.10 > 192.168.201.44 echo-reply 0 / Padding,Non-Attack,No Attack
14819,1742894939,192.168.201.10,192.168.201.44,ICMP,60,Ether / IP / ICMP 192.168.201.10 > 192.168.201.44 echo-reply 0 / Padding,Non-Attack,No Attack
14820,1742894939,192.168.201.10,192.168.201.44,ICMP,60,Ether / IP / ICMP 192.168.201.10 > 192.168.201.44 echo-reply 0 / Padding,Non-Attack,No Attack
14821,1742894939,192.168.201.10,192.168.201.44,ICMP,60,Ether / IP / ICMP 192.168.201.10 > 192.168.201.44 echo-reply 0 / Padding,Non-Attack,No Attack
14822,1742894939,192.168.201.10,192.168.201.44,ICMP,60,Ether / IP / ICMP 192.168.201.10 > 192.168.201.44 echo-reply 0 / Padding,Non-Attack,No Attack
